State ,Port,Country,AM24_INR,AM24_USD
TAMIL NADU,ICD SABARMATI,URUGUAY,765021,9327
TAMIL NADU,ICD SABARMATI,VIETNAM SOC REP,983306,11849
TAMIL NADU,ICD SABARMATI,YEMEN REPUBLC,5740803,68971
TAMIL NADU,ICD SABARMATI,ZIMBABWE,455834,5493
TAMIL NADU,ICD SACHANA VIRAMGAM AHMEDABAD,U S A,833530,10043
TAMIL NADU,"ICD SAHNEWAL, GRFL",CAMEROON,58739864,712684
TAMIL NADU,"ICD SAHNEWAL, GRFL",FRANCE,5418082,65448
TAMIL NADU,"ICD SAHNEWAL, GRFL",INDONESIA,53844570,652692
TAMIL NADU,"ICD SAHNEWAL, GRFL",MADAGASCAR,14460536,174228
TAMIL NADU,"ICD SAHNEWAL, GRFL",PHILIPPINES,61173506,738609
TAMIL NADU,"ICD SAHNEWAL, GRFL",SAUDI ARAB,1285760,15492
TAMIL NADU,"ICD SAHNEWAL, GRFL",THAILAND,181280982,2188235
TAMIL NADU,ICD SAMALKHA PANIPAT,NETHERLAND,373521,4536
TAMIL NADU,ICD SAMALKHA PANIPAT,U ARAB EMTS,2794495,34071
TAMIL NADU,ICD SONIPAT,CAMEROON,4835424,58259
TAMIL NADU,ICD SONIPAT,CANADA,102440,1247
TAMIL NADU,ICD SONIPAT,CHAD,4835424,58259
TAMIL NADU,ICD SONIPAT,NETHERLAND,4059174,48927
TAMIL NADU,ICD SONIPAT,PHILIPPINES,2964524,36050
TAMIL NADU,ICD SONIPAT,SRI LANKA DSR,1881147,22675
TAMIL NADU,ICD SONIPAT,TURKEY,16480000,197993
TAMIL NADU,ICD THAR DRY PORT,SAUDI ARAB,542342,6586
TAMIL NADU,ICD THAR DRY PORT,TURKEY,5172506,62321
TAMIL NADU,ICD THAR DRY PORT,U ARAB EMTS,28910627,349990
TAMIL NADU,ICD THAR DRY PORT,U S A,324459,3911
TAMIL NADU,ICD TONDIAR-PET CHENNAI,ALBANIA,112234711,1353642
TAMIL NADU,ICD TONDIAR-PET CHENNAI,ALGERIA,974563,11747
TAMIL NADU,ICD TONDIAR-PET CHENNAI,ARGENTINA,4880361,59454
TAMIL NADU,ICD TONDIAR-PET CHENNAI,AUSTRALIA,80250083,970849
TAMIL NADU,ICD TONDIAR-PET CHENNAI,BAHARAIN IS,992400,11939
TAMIL NADU,ICD TONDIAR-PET CHENNAI,BANGLADESH PR,251852962,3038151
TAMIL NADU,ICD TONDIAR-PET CHENNAI,BARBADOS,4278933,52022
TAMIL NADU,ICD TONDIAR-PET CHENNAI,BELGIUM,82106569,988776
TAMIL NADU,ICD TONDIAR-PET CHENNAI,BRAZIL,124282247,1499640
TAMIL NADU,ICD TONDIAR-PET CHENNAI,BRUNEI,9793208,119216
TAMIL NADU,ICD TONDIAR-PET CHENNAI,BULGARIA,2236219,27025
TAMIL NADU,ICD TONDIAR-PET CHENNAI,BURKINA FASO,411714,5019
TAMIL NADU,ICD TONDIAR-PET CHENNAI,CAMBODIA,10821846,130420
TAMIL NADU,ICD TONDIAR-PET CHENNAI,CAMEROON,5094908,61874
TAMIL NADU,ICD TONDIAR-PET CHENNAI,CANADA,85645837,1034273
TAMIL NADU,ICD TONDIAR-PET CHENNAI,CHILE,6683580,81089
TAMIL NADU,ICD TONDIAR-PET CHENNAI,CHINA P RP,378400372,4566992
TAMIL NADU,ICD TONDIAR-PET CHENNAI,COLOMBIA,15037377,180753
TAMIL NADU,ICD TONDIAR-PET CHENNAI,CONGO D. REP.,251689,3068
TAMIL NADU,ICD TONDIAR-PET CHENNAI,COSTA RICA,22316366,268916
TAMIL NADU,ICD TONDIAR-PET CHENNAI,CROATIA,9429249,114165
TAMIL NADU,ICD TONDIAR-PET CHENNAI,CYPRUS,12068806,145949
TAMIL NADU,ICD TONDIAR-PET CHENNAI,CZECH REPUBLIC,2744075,33140
TAMIL NADU,ICD TONDIAR-PET CHENNAI,DENMARK,6904682,83068
TAMIL NADU,ICD TONDIAR-PET CHENNAI,ECUADOR,8656015,104602
TAMIL NADU,ICD TONDIAR-PET CHENNAI,EGYPT A RP,17030968,204783
TAMIL NADU,ICD TONDIAR-PET CHENNAI,EL SALVADOR,11652043,139884
TAMIL NADU,ICD TONDIAR-PET CHENNAI,ESTONIA,10005893,120630
TAMIL NADU,ICD TONDIAR-PET CHENNAI,ETHIOPIA,3360874,40976
TAMIL NADU,ICD TONDIAR-PET CHENNAI,FIJI IS,651816,7831
TAMIL NADU,ICD TONDIAR-PET CHENNAI,FINLAND,38286912,461910
TAMIL NADU,ICD TONDIAR-PET CHENNAI,FRANCE,61571570,744929
TAMIL NADU,ICD TONDIAR-PET CHENNAI,GEORGIA,8304847,99776
TAMIL NADU,ICD TONDIAR-PET CHENNAI,GERMANY,872504544,10533382
TAMIL NADU,ICD TONDIAR-PET CHENNAI,GHANA,19504310,234583
TAMIL NADU,ICD TONDIAR-PET CHENNAI,GREECE,7091365,85753
TAMIL NADU,ICD TONDIAR-PET CHENNAI,GUATEMALA,36551048,441054
TAMIL NADU,ICD TONDIAR-PET CHENNAI,GUINEA,846639,10200
TAMIL NADU,ICD TONDIAR-PET CHENNAI,HAITI,52954627,641596
TAMIL NADU,ICD TONDIAR-PET CHENNAI,HONDURAS,15089077,181953
TAMIL NADU,ICD TONDIAR-PET CHENNAI,INDONESIA,246600825,2987171
TAMIL NADU,ICD TONDIAR-PET CHENNAI,IRAQ,5394617,65024
TAMIL NADU,ICD TONDIAR-PET CHENNAI,IRELAND,33866672,408594
TAMIL NADU,ICD TONDIAR-PET CHENNAI,ISRAEL,6978938,83953
TAMIL NADU,ICD TONDIAR-PET CHENNAI,ITALY,139559555,1688189
TAMIL NADU,ICD TONDIAR-PET CHENNAI,JAMAICA,21421107,259059
TAMIL NADU,ICD TONDIAR-PET CHENNAI,JAPAN,100850076,1219743
TAMIL NADU,ICD TONDIAR-PET CHENNAI,JORDAN,5769296,69766
TAMIL NADU,ICD TONDIAR-PET CHENNAI,KENYA,336881564,4078218
TAMIL NADU,ICD TONDIAR-PET CHENNAI,KOREA RP,21659608,263105
TAMIL NADU,ICD TONDIAR-PET CHENNAI,KUWAIT,5261811,63505
TAMIL NADU,ICD TONDIAR-PET CHENNAI,LEBANON,10265812,123671
TAMIL NADU,ICD TONDIAR-PET CHENNAI,LIBYA,1218983,14771
TAMIL NADU,ICD TONDIAR-PET CHENNAI,LITHUANIA,8730345,106271
TAMIL NADU,ICD TONDIAR-PET CHENNAI,MALAYSIA,259766413,3138795
TAMIL NADU,ICD TONDIAR-PET CHENNAI,MALDIVES,11541246,139806
TAMIL NADU,ICD TONDIAR-PET CHENNAI,MAURITIUS,2462096,29727
TAMIL NADU,ICD TONDIAR-PET CHENNAI,MEXICO,65288058,786808
TAMIL NADU,ICD TONDIAR-PET CHENNAI,MOROCCO,212811160,2568399
TAMIL NADU,ICD TONDIAR-PET CHENNAI,MOZAMBIQUE,13345360,160673
TAMIL NADU,ICD TONDIAR-PET CHENNAI,MYANMAR,55905885,679226
TAMIL NADU,ICD TONDIAR-PET CHENNAI,NETHERLAND,694673214,8380247
TAMIL NADU,ICD TONDIAR-PET CHENNAI,NEW ZEALAND,4503498,54065
TAMIL NADU,ICD TONDIAR-PET CHENNAI,NIGERIA,17302223,208989
TAMIL NADU,ICD TONDIAR-PET CHENNAI,NORWAY,2515267,30219
TAMIL NADU,ICD TONDIAR-PET CHENNAI,OMAN,96592224,1161593
TAMIL NADU,ICD TONDIAR-PET CHENNAI,PAKISTAN IR,36293764,436785
TAMIL NADU,ICD TONDIAR-PET CHENNAI,PAPUA N GNA,11239269,135907
TAMIL NADU,ICD TONDIAR-PET CHENNAI,PERU,18282413,219799
TAMIL NADU,ICD TONDIAR-PET CHENNAI,PHILIPPINES,95897337,1163576
TAMIL NADU,ICD TONDIAR-PET CHENNAI,POLAND,214990433,2596931
TAMIL NADU,ICD TONDIAR-PET CHENNAI,PORTUGAL,12088203,146998
TAMIL NADU,ICD TONDIAR-PET CHENNAI,QATAR,161060868,1936976
TAMIL NADU,ICD TONDIAR-PET CHENNAI,ROMANIA,272544859,3281423
TAMIL NADU,ICD TONDIAR-PET CHENNAI,RUSSIA,68039733,818993
TAMIL NADU,ICD TONDIAR-PET CHENNAI,RWANDA,19909209,239141
TAMIL NADU,ICD TONDIAR-PET CHENNAI,SAUDI ARAB,539799609,6513924
TAMIL NADU,ICD TONDIAR-PET CHENNAI,SENEGAL,727326,8758
TAMIL NADU,ICD TONDIAR-PET CHENNAI,SEYCHELLES,14869284,179950
TAMIL NADU,ICD TONDIAR-PET CHENNAI,SIERRA LEONE,20156816,242486
TAMIL NADU,ICD TONDIAR-PET CHENNAI,SINGAPORE,394604968,4753505
TAMIL NADU,ICD TONDIAR-PET CHENNAI,SLOVAK REP,12150540,147317
TAMIL NADU,ICD TONDIAR-PET CHENNAI,SLOVENIA,14655727,177307
TAMIL NADU,ICD TONDIAR-PET CHENNAI,SOMALIA,10428633,125533
TAMIL NADU,ICD TONDIAR-PET CHENNAI,SOUTH AFRICA,12794807,154651
TAMIL NADU,ICD TONDIAR-PET CHENNAI,SPAIN,27968721,338699
TAMIL NADU,ICD TONDIAR-PET CHENNAI,SRI LANKA DSR,958293402,11591980
TAMIL NADU,ICD TONDIAR-PET CHENNAI,SWEDEN,71587667,864949
TAMIL NADU,ICD TONDIAR-PET CHENNAI,SWITZERLAND,13457214,161955
TAMIL NADU,ICD TONDIAR-PET CHENNAI,TAIWAN,7399340,89190
TAMIL NADU,ICD TONDIAR-PET CHENNAI,TANZANIA REP,4804840,57861
TAMIL NADU,ICD TONDIAR-PET CHENNAI,THAILAND,219606802,2658660
TAMIL NADU,ICD TONDIAR-PET CHENNAI,TUNISIA,28121584,338037
TAMIL NADU,ICD TONDIAR-PET CHENNAI,TURKEY,304608706,3680261
TAMIL NADU,ICD TONDIAR-PET CHENNAI,U ARAB EMTS,207358767,2497132
TAMIL NADU,ICD TONDIAR-PET CHENNAI,U K,356205378,4290688
TAMIL NADU,ICD TONDIAR-PET CHENNAI,U S A,4941948851,59788646
TAMIL NADU,ICD TONDIAR-PET CHENNAI,UGANDA,6354958,76722
TAMIL NADU,ICD TONDIAR-PET CHENNAI,UKRAINE,21154349,254018
TAMIL NADU,ICD TONDIAR-PET CHENNAI,VIETNAM SOC REP,1395824001,16918276
TAMIL NADU,ICD TUDIYALUR,BAHARAIN IS,54084464,653519
TAMIL NADU,ICD TUDIYALUR,BANGLADESH PR,1520016531,18293834
TAMIL NADU,ICD TUDIYALUR,BOLIVIA,5247095,63040
TAMIL NADU,ICD TUDIYALUR,BRAZIL,33878826,407868
TAMIL NADU,ICD TUDIYALUR,CHINA P RP,169847757,2060265
TAMIL NADU,ICD TUDIYALUR,COLOMBIA,8973940,107967
TAMIL NADU,ICD TUDIYALUR,DOMINIC REP,2279427,27746
TAMIL NADU,ICD TUDIYALUR,EGYPT A RP,21035352,254251
TAMIL NADU,ICD TUDIYALUR,FIJI IS,75167666,907614
TAMIL NADU,ICD TUDIYALUR,GERMANY,21554419,259861
TAMIL NADU,ICD TUDIYALUR,GHANA,7088782,85192
TAMIL NADU,ICD TUDIYALUR,HAITI,1998693,24329
TAMIL NADU,ICD TUDIYALUR,INDONESIA,725635879,8807607
TAMIL NADU,ICD TUDIYALUR,IRAN,7390071,88739
TAMIL NADU,ICD TUDIYALUR,ITALY,25985005,316811
TAMIL NADU,ICD TUDIYALUR,KENYA,9451699,114307
TAMIL NADU,ICD TUDIYALUR,LIBYA,11527301,138611
TAMIL NADU,ICD TUDIYALUR,MOZAMBIQUE,19750457,240413
TAMIL NADU,ICD TUDIYALUR,NETHERLAND,47912852,578899
TAMIL NADU,ICD TUDIYALUR,NIGERIA,34740817,418664
TAMIL NADU,ICD TUDIYALUR,OMAN,3429858,41517
TAMIL NADU,ICD TUDIYALUR,POLAND,5472245,65914
TAMIL NADU,ICD TUDIYALUR,QATAR,3837560,46376
TAMIL NADU,ICD TUDIYALUR,RUSSIA,9593480,115635
TAMIL NADU,ICD TUDIYALUR,SAUDI ARAB,9750861,117626
TAMIL NADU,ICD TUDIYALUR,SOUTH AFRICA,44822233,541364
TAMIL NADU,ICD TUDIYALUR,SRI LANKA DSR,61314856,740661
TAMIL NADU,ICD TUDIYALUR,SWEDEN,2944288,35756
TAMIL NADU,ICD TUDIYALUR,TANZANIA REP,92803188,1127580
TAMIL NADU,ICD TUDIYALUR,TURKEY,281860741,3421970
TAMIL NADU,ICD TUDIYALUR,U ARAB EMTS,1171362897,14167379
TAMIL NADU,ICD TUDIYALUR,U S A,146472556,1772096
TAMIL NADU,ICD TUDIYALUR,UGANDA,9590057,116149
TAMIL NADU,ICD TUDIYALUR,VIETNAM SOC REP,52910447,637755
TAMIL NADU,ICD TUMB,KENYA,4799457,57618
TAMIL NADU,ICD TUMB,LIBYA,10780255,131433
TAMIL NADU,ICD TUMB,U S A,56136723,678769
TAMIL NADU,ICD TUTICORIN,ALGERIA,3663103,44203
TAMIL NADU,ICD TUTICORIN,ANGOLA,220313,2645
TAMIL NADU,ICD TUTICORIN,ANTIGUA,339694,4087
TAMIL NADU,ICD TUTICORIN,ARGENTINA,6025322,73129
TAMIL NADU,ICD TUTICORIN,AUSTRALIA,582198288,7033319
TAMIL NADU,ICD TUTICORIN,AUSTRIA,59203296,714451
TAMIL NADU,ICD TUTICORIN,BAHARAIN IS,37955277,458188
TAMIL NADU,ICD TUTICORIN,BANGLADESH PR,778148034,9385326
TAMIL NADU,ICD TUTICORIN,BELARUS,1089197,13127
TAMIL NADU,ICD TUTICORIN,BELGIUM,2386267410,28844545
TAMIL NADU,ICD TUTICORIN,BENIN,311061,3735
TAMIL NADU,ICD TUTICORIN,BRAZIL,188688236,2280071
TAMIL NADU,ICD TUTICORIN,BRUNEI,2473002,29914
TAMIL NADU,ICD TUTICORIN,BULGARIA,6109844,73934
TAMIL NADU,ICD TUTICORIN,BURUNDI,1487392,18134
TAMIL NADU,ICD TUTICORIN,CAMBODIA,2488398,30203
TAMIL NADU,ICD TUTICORIN,CAMEROON,195337,2345
TAMIL NADU,ICD TUTICORIN,CANADA,4214433965,50925770
TAMIL NADU,ICD TUTICORIN,CHILE,153672793,1856846
TAMIL NADU,ICD TUTICORIN,CHINA P RP,632640838,7645815
TAMIL NADU,ICD TUTICORIN,COLOMBIA,18473784,222899
TAMIL NADU,ICD TUTICORIN,COSTA RICA,2298599,27658
TAMIL NADU,ICD TUTICORIN,COTE D' IVOIRE,325032,3927
TAMIL NADU,ICD TUTICORIN,CROATIA,3077648,37352
TAMIL NADU,ICD TUTICORIN,CYPRUS,9338117,113082
TAMIL NADU,ICD TUTICORIN,CZECH REPUBLIC,63452980,766285
TAMIL NADU,ICD TUTICORIN,DENMARK,2097160035,25320054
TAMIL NADU,ICD TUTICORIN,DJIBOUTI,540509,6580
TAMIL NADU,ICD TUTICORIN,DOMINIC REP,8610413,103969
TAMIL NADU,ICD TUTICORIN,ECUADOR,2728553,33090
TAMIL NADU,ICD TUTICORIN,EGYPT A RP,220937630,2665178
TAMIL NADU,ICD TUTICORIN,EL SALVADOR,397004,4780
TAMIL NADU,ICD TUTICORIN,ESTONIA,2401989,28907
TAMIL NADU,ICD TUTICORIN,ETHIOPIA,29789608,358794
TAMIL NADU,ICD TUTICORIN,FIJI IS,6526874,78578
TAMIL NADU,ICD TUTICORIN,FINLAND,141761767,1712044
TAMIL NADU,ICD TUTICORIN,FR POLYNESIA,18460244,222995
TAMIL NADU,ICD TUTICORIN,FRANCE,6031460746,72896113
TAMIL NADU,ICD TUTICORIN,GABON,933085,11358
TAMIL NADU,ICD TUTICORIN,GEORGIA,644660,7768
TAMIL NADU,ICD TUTICORIN,GERMANY,9049644375,109322389
TAMIL NADU,ICD TUTICORIN,GHANA,9814731,118443
TAMIL NADU,ICD TUTICORIN,GREECE,49771772,600219
TAMIL NADU,ICD TUTICORIN,GRENADA,413838,5025
TAMIL NADU,ICD TUTICORIN,GUADELOUPE,195241,2362
TAMIL NADU,ICD TUTICORIN,GUATEMALA,11014656,132955
TAMIL NADU,ICD TUTICORIN,GUINEA,2301742,27744
TAMIL NADU,ICD TUTICORIN,GUYANA,626860,7581
TAMIL NADU,ICD TUTICORIN,HONDURAS,101846,1226
TAMIL NADU,ICD TUTICORIN,HONG KONG,138657482,1676241
TAMIL NADU,ICD TUTICORIN,HUNGARY,18079199,217995
TAMIL NADU,ICD TUTICORIN,ICELAND,1133586,13739
TAMIL NADU,ICD TUTICORIN,INDONESIA,53128485,641581
TAMIL NADU,ICD TUTICORIN,IRAQ,109907140,1329284
TAMIL NADU,ICD TUTICORIN,IRELAND,1099270181,13311934
TAMIL NADU,ICD TUTICORIN,ISRAEL,431752464,5209934
TAMIL NADU,ICD TUTICORIN,ITALY,2200351105,26573805
TAMIL NADU,ICD TUTICORIN,JAMAICA,60387302,728588
TAMIL NADU,ICD TUTICORIN,JAPAN,300607712,3628768
TAMIL NADU,ICD TUTICORIN,JORDAN,8591189,103499
TAMIL NADU,ICD TUTICORIN,KENYA,14392400,174011
TAMIL NADU,ICD TUTICORIN,KOREA RP,10936756,132298
TAMIL NADU,ICD TUTICORIN,KUWAIT,263693072,3186072
TAMIL NADU,ICD TUTICORIN,LATVIA,25521248,307769
TAMIL NADU,ICD TUTICORIN,LEBANON,394366,4796
TAMIL NADU,ICD TUTICORIN,LIBERIA,102153,1229
TAMIL NADU,ICD TUTICORIN,LITHUANIA,2041674,24529
TAMIL NADU,ICD TUTICORIN,MADAGASCAR,13854778,168174
TAMIL NADU,ICD TUTICORIN,MALAYSIA,240709778,2907296
TAMIL NADU,ICD TUTICORIN,MALDIVES,57610158,694230
TAMIL NADU,ICD TUTICORIN,MALTA,134841,1624
TAMIL NADU,ICD TUTICORIN,MAURITANIA,4229970,50934
TAMIL NADU,ICD TUTICORIN,MAURITIUS,53256173,644299
TAMIL NADU,ICD TUTICORIN,MEXICO,616928667,7446439
TAMIL NADU,ICD TUTICORIN,MONACO,1533199,18474
TAMIL NADU,ICD TUTICORIN,MONTENEGRO,159129,1912
TAMIL NADU,ICD TUTICORIN,MOROCCO,79264268,957363
TAMIL NADU,ICD TUTICORIN,MOZAMBIQUE,4577919,55106
TAMIL NADU,ICD TUTICORIN,MYANMAR,9539224,115855
TAMIL NADU,ICD TUTICORIN,NAMIBIA,1070321,13007
TAMIL NADU,ICD TUTICORIN,NETHERLAND,3823129072,46136287
TAMIL NADU,ICD TUTICORIN,NETHERLANDANTIL,737741,8858
TAMIL NADU,ICD TUTICORIN,NEW CALEDONIA,2827514,34344
TAMIL NADU,ICD TUTICORIN,NEW ZEALAND,124951403,1510070
TAMIL NADU,ICD TUTICORIN,NIGERIA,39298302,474381
TAMIL NADU,ICD TUTICORIN,NORWAY,166691431,2013812
TAMIL NADU,ICD TUTICORIN,OMAN,142355859,1718142
TAMIL NADU,ICD TUTICORIN,PANAMA REPUBLIC,141963392,1713463
TAMIL NADU,ICD TUTICORIN,PAPUA N GNA,24599810,295653
TAMIL NADU,ICD TUTICORIN,PARAGUAY,3529985,42537
TAMIL NADU,ICD TUTICORIN,PERU,247397416,2995726
TAMIL NADU,ICD TUTICORIN,PHILIPPINES,31281158,377697
TAMIL NADU,ICD TUTICORIN,POLAND,646237787,7810738
TAMIL NADU,ICD TUTICORIN,PORTUGAL,204477143,2462698
TAMIL NADU,ICD TUTICORIN,PUERTO RICO,52998538,640199
TAMIL NADU,ICD TUTICORIN,QATAR,93111815,1123744
TAMIL NADU,ICD TUTICORIN,REUNION,1250243,15138
TAMIL NADU,ICD TUTICORIN,ROMANIA,360430319,4350742
TAMIL NADU,ICD TUTICORIN,RUSSIA,66499475,800930
TAMIL NADU,ICD TUTICORIN,SAUDI ARAB,375638350,4541395
TAMIL NADU,ICD TUTICORIN,SENEGAL,3628396,43717
TAMIL NADU,ICD TUTICORIN,SERBIA,1168245,14145
TAMIL NADU,ICD TUTICORIN,SEYCHELLES,3888610,47004
TAMIL NADU,ICD TUTICORIN,SINGAPORE,46836468,565534
TAMIL NADU,ICD TUTICORIN,SLOVAK REP,49177848,593491
TAMIL NADU,ICD TUTICORIN,SLOVENIA,24968952,301310
TAMIL NADU,ICD TUTICORIN,SOMALIA,3402525,41484
TAMIL NADU,ICD TUTICORIN,SOUTH AFRICA,237403159,2867042
TAMIL NADU,ICD TUTICORIN,SPAIN,1943339905,23456683
TAMIL NADU,ICD TUTICORIN,SRI LANKA DSR,1506414806,18187282
TAMIL NADU,ICD TUTICORIN,ST LUCIA,3713645,44824
TAMIL NADU,ICD TUTICORIN,ST VINCENT,2673133,32257
TAMIL NADU,ICD TUTICORIN,SWEDEN,1187805515,14354911
TAMIL NADU,ICD TUTICORIN,SWITZERLAND,440824058,5329689
TAMIL NADU,ICD TUTICORIN,TAIWAN,23880138,288792
TAMIL NADU,ICD TUTICORIN,TANZANIA REP,15164597,182925
TAMIL NADU,ICD TUTICORIN,THAILAND,96372416,1164329
TAMIL NADU,ICD TUTICORIN,TIMOR-LESTE,1572300,18942
TAMIL NADU,ICD TUTICORIN,TOGO,3570356,43035
TAMIL NADU,ICD TUTICORIN,TRINIDAD,1420838,17101
TAMIL NADU,ICD TUTICORIN,TUNISIA,80001726,965013
TAMIL NADU,ICD TUTICORIN,TURKEY,454107384,5485261
TAMIL NADU,ICD TUTICORIN,U ARAB EMTS,1536739145,18569015
TAMIL NADU,ICD TUTICORIN,U K,6841027598,82636319
TAMIL NADU,ICD TUTICORIN,U S A,23018288411,278194907
TAMIL NADU,ICD TUTICORIN,UGANDA,3125729,37951
TAMIL NADU,ICD TUTICORIN,UKRAINE,4269632,51665
TAMIL NADU,ICD TUTICORIN,URUGUAY,44862454,541630
TAMIL NADU,ICD TUTICORIN,VIETNAM SOC REP,189578707,2286979
TAMIL NADU,ICD TUTICORIN,YEMEN REPUBLC,769610,9270
TAMIL NADU,ICD TUTICORIN,ZAMBIA,144018,1736
TAMIL NADU,ICD TUTICORIN,ZIMBABWE,179590,2169
TAMIL NADU,ICD VADODARA/BARODA,U S A,13026358,157830
TAMIL NADU,IG3 INFRA LTD (KANCHEPURAM),CHINA P RP,3699,45
TAMIL NADU,IG3 INFRA LTD (KANCHEPURAM),FRANCE,103123,1253
TAMIL NADU,IG3 INFRA LTD (KANCHEPURAM),ISRAEL,131431,1582
TAMIL NADU,IG3 INFRA LTD (KANCHEPURAM),POLAND,86100,1034
TAMIL NADU,IG3 INFRA LTD (KANCHEPURAM),U S A,312032,3750
TAMIL NADU,INDORE AIR,ZAMBIA,1873801,22807
TAMIL NADU,INTEGR. CHENNAI BUSINESS PARK,BANGLADESH PR,4822125,58013
TAMIL NADU,INTEGR. CHENNAI BUSINESS PARK,EGYPT A RP,7974406,96004
TAMIL NADU,INTEGR. CHENNAI BUSINESS PARK,HONG KONG,57181693,688143
TAMIL NADU,INTEGR. CHENNAI BUSINESS PARK,MOROCCO,417951,5038
TAMIL NADU,INTEGR. CHENNAI BUSINESS PARK,PHILIPPINES,24151822,290728
TAMIL NADU,INTEGR. CHENNAI BUSINESS PARK,RUSSIA,44132520,531854
TAMIL NADU,INTEGR. CHENNAI BUSINESS PARK,SRI LANKA DSR,30928005,371699
TAMIL NADU,INTEGR. CHENNAI BUSINESS PARK,VIETNAM SOC REP,1798670,21672
TAMIL NADU,J MATADEE CHENNAI,ARGENTINA,1276433,15522
TAMIL NADU,J MATADEE CHENNAI,AUSTRALIA,104470566,1267178
TAMIL NADU,J MATADEE CHENNAI,AUSTRIA,50062171,603042
TAMIL NADU,J MATADEE CHENNAI,BANGLADESH PR,1108139276,13366823
TAMIL NADU,J MATADEE CHENNAI,BELGIUM,16723818,202519
TAMIL NADU,J MATADEE CHENNAI,BHUTAN,217681463,2616839
TAMIL NADU,J MATADEE CHENNAI,BOSNIA-HRZGOVIN,11418,138
TAMIL NADU,J MATADEE CHENNAI,BOTSWANA,1062978,12789
TAMIL NADU,J MATADEE CHENNAI,BRAZIL,1037796542,12538603
TAMIL NADU,J MATADEE CHENNAI,CAMBODIA,523634,6291
TAMIL NADU,J MATADEE CHENNAI,CAMEROON,165926,1992
TAMIL NADU,J MATADEE CHENNAI,CANADA,6563979,79296
TAMIL NADU,J MATADEE CHENNAI,CHAD,28090,339
TAMIL NADU,J MATADEE CHENNAI,CHILE,16786782,202610
TAMIL NADU,J MATADEE CHENNAI,CHINA P RP,645014898,7750863
TAMIL NADU,J MATADEE CHENNAI,COLOMBIA,378104,4540
TAMIL NADU,J MATADEE CHENNAI,CONGO P REP,26730,322
TAMIL NADU,J MATADEE CHENNAI,CROATIA,10093580,121202
TAMIL NADU,J MATADEE CHENNAI,CZECH REPUBLIC,85138783,1033935
TAMIL NADU,J MATADEE CHENNAI,DENMARK,65078147,785150
TAMIL NADU,J MATADEE CHENNAI,DOMINIC REP,68321,822
TAMIL NADU,J MATADEE CHENNAI,EGYPT A RP,59624155,719404
TAMIL NADU,J MATADEE CHENNAI,EQUTL GUINEA,27167375,327328
TAMIL NADU,J MATADEE CHENNAI,ESTONIA,23312628,283492
TAMIL NADU,J MATADEE CHENNAI,ETHIOPIA,3522440,42415
TAMIL NADU,J MATADEE CHENNAI,FINLAND,147428,1785
TAMIL NADU,J MATADEE CHENNAI,FR POLYNESIA,1734,21
TAMIL NADU,J MATADEE CHENNAI,FRANCE,403232812,4867256
TAMIL NADU,J MATADEE CHENNAI,GAMBIA,15808,192
TAMIL NADU,J MATADEE CHENNAI,GERMANY,313337016,3792070
TAMIL NADU,J MATADEE CHENNAI,GREECE,80694431,978368
TAMIL NADU,J MATADEE CHENNAI,HONG KONG,714658210,8632271
TAMIL NADU,J MATADEE CHENNAI,HUNGARY,307695,3711
TAMIL NADU,J MATADEE CHENNAI,INDONESIA,48746038,588666
TAMIL NADU,J MATADEE CHENNAI,IRAQ,79001,949
TAMIL NADU,J MATADEE CHENNAI,IRELAND,8851534,107480
TAMIL NADU,J MATADEE CHENNAI,ISRAEL,13527362,163515
TAMIL NADU,J MATADEE CHENNAI,ITALY,88578103,1068829
TAMIL NADU,J MATADEE CHENNAI,JAMAICA,12252,148
TAMIL NADU,J MATADEE CHENNAI,JAPAN,902022126,10913151
TAMIL NADU,J MATADEE CHENNAI,JORDAN,478525,5757
TAMIL NADU,J MATADEE CHENNAI,KENYA,20012079,240775
TAMIL NADU,J MATADEE CHENNAI,KOREA RP,228979825,2766936
TAMIL NADU,J MATADEE CHENNAI,KUWAIT,1986300,23869
TAMIL NADU,J MATADEE CHENNAI,MALAYSIA,130227433,1574946
TAMIL NADU,J MATADEE CHENNAI,MALDIVES,5667541,68245
TAMIL NADU,J MATADEE CHENNAI,MAURITIUS,7605908,91499
TAMIL NADU,J MATADEE CHENNAI,MEXICO,1910655,23017
TAMIL NADU,J MATADEE CHENNAI,MOLDOVA,3487,42
TAMIL NADU,J MATADEE CHENNAI,NAMIBIA,26238,318
TAMIL NADU,J MATADEE CHENNAI,NEPAL,237927,2865
TAMIL NADU,J MATADEE CHENNAI,NETHERLAND,581019558,7027444
TAMIL NADU,J MATADEE CHENNAI,NEW ZEALAND,6114865,73881
TAMIL NADU,J MATADEE CHENNAI,NIGERIA,286236322,3473114
TAMIL NADU,J MATADEE CHENNAI,NORWAY,250706,3020
TAMIL NADU,J MATADEE CHENNAI,PAPUA N GNA,912682,10958
TAMIL NADU,J MATADEE CHENNAI,PHILIPPINES,259215319,3130540
TAMIL NADU,J MATADEE CHENNAI,POLAND,18743980,228358
TAMIL NADU,J MATADEE CHENNAI,PORTUGAL,866992,10553
TAMIL NADU,J MATADEE CHENNAI,QATAR,18391490,223011
TAMIL NADU,J MATADEE CHENNAI,ROMANIA,15596542,187663
